date,price,domestic,Thailand,us_price,consumption,CPI,consumer_price_growth_rate,food_non_alcoholic_beverages,Liquor_tobacco,clothes_shoes,housing_water_electricity_fuel,household_goods_housekeeping_services,sanitation,traffic,communication,entertainment_culture,education,food_accommodation,other_goods_services,export,import,world_production,total
2020-05,46974,1255.08,498.8571429,0.748,57.7,105.4,0.5,4.4,0.3,0.7,0.5,0.0,1.5,-1.8,-2.1,-1.0,-2.1,1.0,2.0,15110362,35971024,3.063189248,6488
2020-06,48393,1322.88,503.0454545,0.749,57.7,105.4,0.5,4.4,0.3,0.7,0.5,0.0,1.5,-1.8,-2.1,-1.0,-2.1,1.0,2.0,78223,63911949,3.063189248,6488
2020-07,48719,1360.25,464.4782609,0.772,57.7,105.4,0.5,4.4,0.3,0.7,0.5,0.0,1.5,-1.8,-2.1,-1.0,-2.1,1.0,2.0,130930,53568571,3.063189248,6488
2020-08,49404,1361.09,484.4285714,0.769,57.7,105.4,0.5,4.4,0.3,0.7,0.5,0.0,1.5,-1.8,-2.1,-1.0,-2.1,1.0,2.0,1078719,9321646,3.063189248,6488
2020-09,51159,1352.47,491.9090909,0.777,57.7,105.4,0.5,4.4,0.3,0.7,0.5,0.0,1.5,-1.8,-2.1,-1.0,-2.1,1.0,2.0,1127270,34681757,3.063189248,6488
2020-10,53719,1333.28,458.8636364,0.766,57.7,105.4,0.5,4.4,0.3,0.7,0.5,0.0,1.5,-1.8,-2.1,-1.0,-2.1,1.0,2.0,111992,35557159,3.063189248,6488
2020-11,55599,1319.59,459.8571429,0.791,57.7,105.4,0.5,4.4,0.3,0.7,0.5,0.0,1.5,-1.8,-2.1,-1.0,-2.1,1.0,2.0,273260,7487248,3.063189248,6488
2020-12,56217,1367.77,499.3478261,0.789,57.7,105.4,0.5,4.4,0.3,0.7,0.5,0.0,1.5,-1.8,-2.1,-1.0,-2.1,1.0,2.0,121083,64972753,3.063189248,6488
2021-01,56548,1441.84,518.4761905,0.794,52.609,105.4,0.5,4.4,0.3,0.7,0.5,0.0,1.5,-1.8,-2.1,-1.0,-2.1,1.0,2.0,143900,88417085,3.118175005,6894.22
2021-02,57430,1463.22,535.75,0.779,52.609,105.4,0.5,4.4,0.3,0.7,0.5,0.0,1.5,-1.8,-2.1,-1.0,-2.1,1.0,2.0,78075,12198175,3.118175005,6894.22
2021-03,58051,1513.27,502.3478261,0.772,52.609,105.4,0.5,4.4,0.3,0.7,0.5,0.0,1.5,-1.8,-2.1,-1.0,-2.1,1.0,2.0,146832,34423519,3.118175005,6894.22
2021-04,58523,1534.52,470.2727273,0.785,52.609,105.4,0.5,4.4,0.3,0.7,0.5,0.0,1.5,-1.8,-2.1,-1.0,-2.1,1.0,2.0,35043493,47764855,3.118175005,6894.22
2021-05,58706,1541.51,477.1904762,0.801,52.609,105.4,0.5,4.4,0.3,0.7,0.5,0.0,1.5,-1.8,-2.1,-1.0,-2.1,1.0,2.0,15169111,78041003,3.118175005,6894.22
2021-06,58889,1577.33,454.8636364,0.778,52.609,105.4,0.5,4.4,0.3,0.7,0.5,0.0,1.5,-1.8,-2.1,-1.0,-2.1,1.0,2.0,69974,22651913,3.118175005,6894.22
2021-07,59102,1629.26,414.8636364,0.782,52.609,105.4,0.5,4.4,0.3,0.7,0.5,0.0,1.5,-1.8,-2.1,-1.0,-2.1,1.0,2.0,104339,46926478,3.118175005,6894.22
2021-08,59012,1645.75,386.7727273,0.784,52.609,105.4,0.5,4.4,0.3,0.7,0.5,0.0,1.5,-1.8,-2.1,-1.0,-2.1,1.0,2.0,89680,40581787,3.118175005,6894.22
2021-09,57387,1642.68,387,0.798,52.609,105.4,0.5,4.4,0.3,0.7,0.5,0.0,1.5,-1.8,-2.1,-1.0,-2.1,1.0,2.0,196359,36667741,3.118175005,6894.22
2021-10,55875,1712.32,388.9047619,0.788,52.609,105.4,0.5,4.4,0.3,0.7,0.5,0.0,1.5,-1.8,-2.1,-1.0,-2.1,1.0,2.0,303038,32753695,3.118175005,6894.22
2021-11,53746,1712.32,496.1206061,0.745517364,52.609,105.4,0.5,4.4,0.3,0.7,0.5,0.0,1.5,-1.8,-2.1,-1.0,-2.1,1.0,2.0,409717,28839649,3.118175005,6894.22
