date,avg_price,CPI,consumer_price_growth_rate,food_non_alcoholic_beverages,liquor_tobacco,clothes_shoes,housing_water_electricity_fuel,household_goods_housekeeping_services,sanitation,traffic,communication,entertainment_culture,education,food_accommodation,other_goods_services,033_Production_per_cultivation_area,031_Production_per_cultivation_area,055_Production_per_cultivation_area,054_Production_per_cultivation_area,02_Production_per_cultivation_area,061_Production_per_cultivation_area,063_Production_per_cultivation_area,041_Production_per_cultivation_area,043_Production_per_cultivation_area,domestic_oil,international_oil
1999-05-14,40860,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-05-15,40880,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-05-17,40900,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-05-18,40900,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-05-19,40900,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-05-20,40900,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-05-21,40920,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-05-24,40920,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-05-25,40920,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-05-26,41120,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-05-27,41140,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-05-28,41140,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-05-29,41140,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-05-31,41240,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-01,41240,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-02,41240,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-03,41240,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-04,41240,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-05,41240,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-07,41340,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-08,41340,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-09,41340,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-10,41340,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-11,41380,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-12,41380,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-14,41520,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-15,41620,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-16,41640,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-17,41640,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-18,41640,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-19,41640,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-21,41820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-22,41820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-23,41920,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-24,42040,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-25,42040,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-26,42040,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-28,42040,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-29,42040,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-06-30,42040,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-01,42040,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-02,42040,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-03,42040,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-05,42040,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-06,42040,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-07,42040,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-08,42040,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-09,42040,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-10,42040,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-12,42040,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-14,42240,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-15,42240,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-16,42240,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-19,42240,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-20,42240,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-21,42240,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-22,42240,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-23,42540,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-24,42540,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-26,42640,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-27,42640,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-28,42640,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-29,42640,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-30,42640,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-07-31,42640,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-02,42640,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-03,42680,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-04,42680,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-05,42680,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-06,42680,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-07,42680,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-09,42680,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-10,42680,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-11,42780,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-12,42780,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-13,42780,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-14,42780,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-16,42780,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-17,42780,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-18,42800,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-19,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-20,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-21,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-23,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-24,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-25,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-26,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-27,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-28,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-30,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-08-31,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-01,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-02,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-03,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-04,42920,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-06,42920,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-07,42920,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-08,42920,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-09,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-10,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-11,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-13,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-14,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-15,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-16,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-17,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-18,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-20,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-21,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-22,42820,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-27,42920,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-28,42920,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-29,42920,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-09-30,42920,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-10-01,43000,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-10-02,43000,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-10-04,42880,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-10-05,42880,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-10-06,42880,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-10-07,42860,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-10-08,42860,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-10-09,42860,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-10-11,42700,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-10-12,42700,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-10-13,42650,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-10-14,42600,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-10-15,42600,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-10-16,42600,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-10-18,42450,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-10-19,42450,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-10-20,42450,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-10-21,42450,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
1999-10-22,42450,65.1,0.8,4.5,6.5,1.7,-3,-1.3,1.5,2.3,-0.5,0,1.3,-0.9,-2.2,7,5.4,5.26,5.18,4.54,4.7,2.33,6.97,14.84,,
