2017-01-02,32400 ,42267 
2017-01-03,32400 ,42267 
2017-01-04,32400 ,42267 
2017-01-05,32400 ,42267 
2017-01-06,32400 ,42267 
2017-01-09,32400 ,42267 
2017-01-10,32400 ,42267 
2017-01-11,32100 ,42267 
2017-01-12,32000 ,42267 
2017-01-13,31800 ,42267 
2017-01-16,31800 ,42267 
2017-01-17,31800 ,42267 
2017-01-18,31800 ,42267 
2017-01-19,31800 ,42267 
2017-01-20,31800 ,42267 
2017-01-23,31800 ,42267 
2017-01-24,31800 ,42267 
2017-01-25,31800 ,42267 
2017-01-26,31800 ,42267 
2017-01-31,31800 ,42267 
2017-02-01,31800 ,42280 
2017-02-02,31800 ,42293 
2017-02-03,31800 ,42307 
2017-02-06,31800 ,42320 
2017-02-07,31800 ,42333 
2017-02-08,31800 ,42333 
2017-02-09,31800 ,42333 
2017-02-10,31800 ,42333 
2017-02-13,31800 ,42333 
2017-02-14,31800 ,42333 
2017-02-15,31800 ,42333 
2017-02-16,31800 ,42333 
2017-02-17,31800 ,42333 
2017-02-20,31800 ,42333 
2017-02-21,31800 ,42333 
2017-02-22,31800 ,42333 
2017-02-23,31800 ,42333 
2017-02-24,31800 ,42333 
2017-02-27,31800 ,42293 
2017-02-28,31800 ,42283 
2017-03-02,31800 ,42280 
2017-03-03,31800 ,42267 
2017-03-06,31800 ,42247 
2017-03-07,31800 ,42242 
2017-03-08,31800 ,42242 
2017-03-09,31800 ,42233 
2017-03-10,31800 ,42207 
2017-03-13,31800 ,42147 
2017-03-14,31800 ,42133 
2017-03-15,31800 ,42133 
2017-03-16,31800 ,42133 
2017-03-17,31800 ,42133 
2017-03-20,31800 ,42133 
2017-03-21,31800 ,42133 
2017-03-22,31800 ,42133 
2017-03-23,31800 ,42133 
2017-03-24,31800 ,42133 
2017-03-27,31800 ,42133 
2017-03-28,31800 ,42133 
2017-03-29,31800 ,42133 
2017-03-30,31800 ,42133 
2017-03-31,31800 ,42133 
2017-04-03,31800 ,42133 
2017-04-04,31800 ,42133 
2017-04-05,31800 ,42133 
2017-04-06,31800 ,42133 
2017-04-07,31800 ,42133 
2017-04-10,31800 ,42133 
2017-04-11,31800 ,42133 
2017-04-12,31800 ,42133 
2017-04-13,31800 ,42133 
2017-04-14,31800 ,42133 
2017-04-17,31800 ,42100 
2017-04-18,31800 ,42060 
2017-04-19,31800 ,42042 
2017-04-20,31800 ,42042 
2017-04-21,31800 ,42020 
2017-04-24,31800 ,41933 
2017-04-25,31800 ,41933 
2017-04-26,31800 ,41933 
2017-04-27,31800 ,41933 
2017-04-28,31800 ,41933 
2017-05-02,31800 ,41907 
2017-05-04,31800 ,41900 
2017-05-08,31800 ,41880 
2017-05-10,31800 ,41867 
2017-05-11,31800 ,41867 
2017-05-12,31800 ,41867 
2017-05-15,31800 ,41827 
2017-05-16,31800 ,41817 
2017-05-17,31800 ,41817 
2017-05-18,31800 ,41760 
2017-05-19,31800 ,41693 
2017-05-22,31800 ,41493 
2017-05-23,31800 ,41480 
2017-05-24,31800 ,41467 
2017-05-25,31800 ,41467 
2017-05-26,31800 ,41467 
2017-05-29,31800 ,41467 
2017-05-30,31800 ,41467 
2017-05-31,31800 ,41467 
2017-06-01,31800 ,41467 
2017-06-02,31800 ,41467 
2017-06-05,31800 ,41467 
2017-06-07,31800 ,41467 
2017-06-08,31800 ,41467 
2017-06-09,31800 ,41467 
2017-06-12,31800 ,41467 
2017-06-13,31800 ,41467 
2017-06-14,31800 ,41467 
2017-06-15,31800 ,41467 
2017-06-16,31800 ,41467 
2017-06-19,31800 ,41467 
2017-06-20,31800 ,41467 
2017-06-21,31800 ,41467 
2017-06-22,31800 ,41467 
2017-06-23,31800 ,41467 
2017-06-26,31800 ,41467 
2017-06-27,31800 ,41467 
2017-06-28,31800 ,41467 
2017-06-29,31800 ,41467 
2017-06-30,31900 ,41467 
2017-07-03,31900 ,41467 
2017-07-04,31900 ,41467 
2017-07-05,31900 ,41467 
2017-07-06,31900 ,41467 
2017-07-07,31900 ,41467 
2017-07-10,32000 ,41467 
2017-07-11,32000 ,41467 
2017-07-12,32000 ,41467 
2017-07-13,31520 ,41467 
2017-07-14,31620 ,41467 
2017-07-17,32020 ,41467 
2017-07-18,32020 ,41467 
2017-07-19,32020 ,41467 
2017-07-20,32020 ,41467 
2017-07-21,32020 ,41467 
2017-07-24,32020 ,41467 
2017-07-25,32020 ,41467 
2017-07-26,32020 ,41467 
2017-07-27,32100 ,41467 
2017-07-28,32100 ,41467 
2017-07-31,32100 ,41467 
2017-08-01,32100 ,41467 
2017-08-02,32300 ,41467 
2017-08-03,32300 ,41467 
2017-08-04,32300 ,41467 
2017-08-07,32300 ,41467 
2017-08-08,32400 ,41467 
2017-08-09,32600 ,41467 
2017-08-10,32600 ,41467 
2017-08-11,32600 ,41467 
2017-08-14,32600 ,41467 
2017-08-16,32600 ,41460 
2017-08-17,32600 ,41453 
2017-08-18,32600 ,41450 
2017-08-21,32600 ,41440 
2017-08-22,32600 ,41433 
2017-08-23,32600 ,41433 
2017-08-24,32600 ,41433 
2017-08-25,32600 ,41433 
2017-08-28,32600 ,41433 
2017-08-29,32600 ,41427 
2017-08-30,32600 ,41420 
2017-08-31,32700 ,41413 
2017-09-01,32700 ,41408 
2017-09-04,32700 ,41400 
2017-09-05,32700 ,41400 
2017-09-06,32700 ,41400 
2017-09-07,32820 ,41400 
2017-09-08,32820 ,41400 
2017-09-11,32820 ,41400 
2017-09-12,32820 ,41400 
2017-09-13,32820 ,41400 
2017-09-14,32820 ,41400 
2017-09-15,32820 ,41393 
2017-09-18,33920 ,41367 
2017-09-19,34320 ,41353 
