date,avg_price,CPI,consumer_price_growth_rate,food_non_alcoholic_beverages,Liquor_tobacco,clothes_shoes,housing_water_electricity_fuel,household_goods_housekeeping_services,sanitation,traffic,communication,entertainment_culture,education,food_accommodation,other_goods_services,033_Production_per_cultivation_area,031_Production_per_cultivation_area,055_Production_per_cultivation_area,054_Production_per_cultivation_area,02_Production_per_cultivation_area,061_Production_per_cultivation_area,063_Production_per_cultivation_area,041_Production_per_cultivation_area,043_Production_per_cultivation_area,domestic_oil,international_oil,export,import
1996-01-03,33610,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-01-04,33760,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-01-05,33760,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-01-08,33910,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-01-09,33993,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-01-10,34143,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-01-11,34243,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-01-12,34277,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-01-15,34393,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-01-16,34410,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-01-17,34443,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-01-18,34443,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-01-19,34485,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-01-22,34485,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-01-23,34530,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-01-24,34613,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-01-25,34645,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-01-26,34645,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-01-29,34628,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-01-30,34637,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-01-31,34653,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-02-01,34628,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-02-02,34628,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-02-05,34612,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-02-06,34628,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-02-07,34595,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-02-08,34478,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-02-09,34478,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-02-12,34483,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-02-13,34450,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-02-14,34413,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-02-15,34397,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-02-16,34397,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-02-21,34222,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-02-22,34263,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-02-23,34263,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-02-26,34212,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-02-27,34212,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-02-28,34185,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-03-04,34115,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-03-05,34082,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-03-06,34065,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-03-07,34065,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-03-08,34048,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-03-11,33982,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-03-12,33978,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-03-13,33977,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-03-14,33977,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-03-15,33977,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-03-18,33977,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-03-19,33960,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-03-20,33960,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-03-21,33960,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-03-22,33927,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-03-25,33927,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-03-26,33888,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-03-27,33888,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-03-28,33865,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-03-29,33838,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-04-01,33872,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-04-02,33867,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-04-03,33867,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-04-04,33867,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-04-06,33912,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-04-08,33968,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-04-09,34040,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-04-10,34085,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-04-12,34093,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-04-15,34160,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-04-16,34173,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-04-17,34193,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-04-18,34293,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-04-19,34435,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-04-22,34560,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-04-23,34643,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-04-24,34802,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-04-25,34893,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-04-26,35052,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-04-29,35327,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-04-30,35443,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-05-02,35527,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-05-03,35602,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-05-06,35718,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-05-07,35768,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-05-08,35777,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-05-09,35827,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-05-10,35843,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-05-13,35860,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-05-14,35893,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-05-15,35910,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-05-16,35893,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-05-17,35917,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-05-20,35933,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-05-21,35983,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-05-22,35933,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-05-23,35883,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-05-27,35917,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-05-28,35933,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-05-29,35950,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-05-30,35950,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-05-31,35955,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-06-03,35943,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-06-04,35960,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-06-05,35993,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-06-07,35993,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-06-10,36010,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-06-11,35993,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-06-12,35993,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
1996-06-13,35960,57.5,4.9,3.0,9.1,1.2,4.8,1.9,4.6,7.4,-0.4,3.9,11.3,5.6,5.8,5.82 ,4.13 ,3.96 ,4.82 ,2.48 ,4.36 ,1.91 ,5.66 ,12.71 ,,,,
