date,avg_price,CPI,consumer_price_growth_rate,food_non_alcoholic_beverages,Liquor_tobacco,clothes_shoes,housing_water_electricity_fuel,household_goods_housekeeping_services,sanitation,traffic,communication,entertainment_culture,education,food_accommodation,other_goods_services,033_Production_per_cultivation_area,031_Production_per_cultivation_area,055_Production_per_cultivation_area,054_Production_per_cultivation_area,02_Production_per_cultivation_area,061_Production_per_cultivation_area,063_Production_per_cultivation_area,041_Production_per_cultivation_area,043_Production_per_cultivation_area,domestic_oil,international_oil,export,import
1998-12-05,39202,64.6,7.5,10.1,6.4,4.0,7.3,5.8,5.3,16.8,-0.2,3.4,3.6,5.0,9.0,6.59 ,5.13 ,5.23 ,4.81 ,4.24 ,4.43 ,2.16 ,7.07 ,14.04 ,,,,
1998-12-07,39205,64.6,7.5,10.1,6.4,4.0,7.3,5.8,5.3,16.8,-0.2,3.4,3.6,5.0,9.0,6.59 ,5.13 ,5.23 ,4.81 ,4.24 ,4.43 ,2.16 ,7.07 ,14.04 ,,,,
1998-12-08,39205,64.6,7.5,10.1,6.4,4.0,7.3,5.8,5.3,16.8,-0.2,3.4,3.6,5.0,9.0,6.59 ,5.13 ,5.23 ,4.81 ,4.24 ,4.43 ,2.16 ,7.07 ,14.04 ,,,,
1998-12-09,39205,64.6,7.5,10.1,6.4,4.0,7.3,5.8,5.3,16.8,-0.2,3.4,3.6,5.0,9.0,6.59 ,5.13 ,5.23 ,4.81 ,4.24 ,4.43 ,2.16 ,7.07 ,14.04 ,,,,
1998-12-10,39205,64.6,7.5,10.1,6.4,4.0,7.3,5.8,5.3,16.8,-0.2,3.4,3.6,5.0,9.0,6.59 ,5.13 ,5.23 ,4.81 ,4.24 ,4.43 ,2.16 ,7.07 ,14.04 ,,,,
1998-12-11,39205,64.6,7.5,10.1,6.4,4.0,7.3,5.8,5.3,16.8,-0.2,3.4,3.6,5.0,9.0,6.59 ,5.13 ,5.23 ,4.81 ,4.24 ,4.43 ,2.16 ,7.07 ,14.04 ,,,,
1998-12-12,39205,64.6,7.5,10.1,6.4,4.0,7.3,5.8,5.3,16.8,-0.2,3.4,3.6,5.0,9.0,6.59 ,5.13 ,5.23 ,4.81 ,4.24 ,4.43 ,2.16 ,7.07 ,14.04 ,,,,
1998-12-14,39223,64.6,7.5,10.1,6.4,4.0,7.3,5.8,5.3,16.8,-0.2,3.4,3.6,5.0,9.0,6.59 ,5.13 ,5.23 ,4.81 ,4.24 ,4.43 ,2.16 ,7.07 ,14.04 ,,,,
1998-12-15,39223,64.6,7.5,10.1,6.4,4.0,7.3,5.8,5.3,16.8,-0.2,3.4,3.6,5.0,9.0,6.59 ,5.13 ,5.23 ,4.81 ,4.24 ,4.43 ,2.16 ,7.07 ,14.04 ,,,,
1998-12-16,39223,64.6,7.5,10.1,6.4,4.0,7.3,5.8,5.3,16.8,-0.2,3.4,3.6,5.0,9.0,6.59 ,5.13 ,5.23 ,4.81 ,4.24 ,4.43 ,2.16 ,7.07 ,14.04 ,,,,
1998-12-17,39223,64.6,7.5,10.1,6.4,4.0,7.3,5.8,5.3,16.8,-0.2,3.4,3.6,5.0,9.0,6.59 ,5.13 ,5.23 ,4.81 ,4.24 ,4.43 ,2.16 ,7.07 ,14.04 ,,,,
1998-12-18,39223,64.6,7.5,10.1,6.4,4.0,7.3,5.8,5.3,16.8,-0.2,3.4,3.6,5.0,9.0,6.59 ,5.13 ,5.23 ,4.81 ,4.24 ,4.43 ,2.16 ,7.07 ,14.04 ,,,,
1998-12-19,39223,64.6,7.5,10.1,6.4,4.0,7.3,5.8,5.3,16.8,-0.2,3.4,3.6,5.0,9.0,6.59 ,5.13 ,5.23 ,4.81 ,4.24 ,4.43 ,2.16 ,7.07 ,14.04 ,,,,
1998-12-21,39211,64.6,7.5,10.1,6.4,4.0,7.3,5.8,5.3,16.8,-0.2,3.4,3.6,5.0,9.0,6.59 ,5.13 ,5.23 ,4.81 ,4.24 ,4.43 ,2.16 ,7.07 ,14.04 ,,,,
1998-12-22,39211,64.6,7.5,10.1,6.4,4.0,7.3,5.8,5.3,16.8,-0.2,3.4,3.6,5.0,9.0,6.59 ,5.13 ,5.23 ,4.81 ,4.24 ,4.43 ,2.16 ,7.07 ,14.04 ,,,,
1998-12-23,39223,64.6,7.5,10.1,6.4,4.0,7.3,5.8,5.3,16.8,-0.2,3.4,3.6,5.0,9.0,6.59 ,5.13 ,5.23 ,4.81 ,4.24 ,4.43 ,2.16 ,7.07 ,14.04 ,,,,
1998-12-24,39223,64.6,7.5,10.1,6.4,4.0,7.3,5.8,5.3,16.8,-0.2,3.4,3.6,5.0,9.0,6.59 ,5.13 ,5.23 ,4.81 ,4.24 ,4.43 ,2.16 ,7.07 ,14.04 ,,,,
1998-12-26,39223,64.6,7.5,10.1,6.4,4.0,7.3,5.8,5.3,16.8,-0.2,3.4,3.6,5.0,9.0,6.59 ,5.13 ,5.23 ,4.81 ,4.24 ,4.43 ,2.16 ,7.07 ,14.04 ,,,,
1998-12-28,39223,64.6,7.5,10.1,6.4,4.0,7.3,5.8,5.3,16.8,-0.2,3.4,3.6,5.0,9.0,6.59 ,5.13 ,5.23 ,4.81 ,4.24 ,4.43 ,2.16 ,7.07 ,14.04 ,,,,
1998-12-29,39223,64.6,7.5,10.1,6.4,4.0,7.3,5.8,5.3,16.8,-0.2,3.4,3.6,5.0,9.0,6.59 ,5.13 ,5.23 ,4.81 ,4.24 ,4.43 ,2.16 ,7.07 ,14.04 ,,,,
1998-12-30,39223,64.6,7.5,10.1,6.4,4.0,7.3,5.8,5.3,16.8,-0.2,3.4,3.6,5.0,9.0,6.59 ,5.13 ,5.23 ,4.81 ,4.24 ,4.43 ,2.16 ,7.07 ,14.04 ,,,,
1998-12-31,39223,64.6,7.5,10.1,6.4,4.0,7.3,5.8,5.3,16.8,-0.2,3.4,3.6,5.0,9.0,6.59 ,5.13 ,5.23 ,4.81 ,4.24 ,4.43 ,2.16 ,7.07 ,14.04 ,,,,
1999-01-04,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-01-05,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-01-06,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-01-07,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-01-08,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-01-09,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-01-12,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-01-13,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-01-14,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-01-15,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-01-16,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-01-18,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-01-19,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-01-20,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-01-21,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-01-22,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-01-23,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-01-25,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-01-26,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-01-27,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-01-28,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-01-29,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-01-30,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-02-01,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-02-02,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-02-03,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-02-04,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-02-05,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-02-06,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-02-08,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-02-09,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-02-10,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-02-11,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-02-12,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-02-13,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-02-18,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-02-19,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-02-20,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-02-22,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-02-23,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-02-24,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-02-25,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-02-26,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-02-27,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-02,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-03,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-04,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-05,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-06,40360,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-08,40540,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-09,40540,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-10,40540,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-11,40560,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-12,40560,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-13,40560,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-15,40560,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-16,40560,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-17,40560,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-18,40560,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-19,40560,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-20,40560,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-22,40560,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-23,40560,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-24,40560,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-25,40560,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-27,40580,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-29,40580,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-30,40580,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-03-31,40580,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-04-01,40580,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-04-02,40580,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-04-03,40580,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-04-06,40580,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-04-07,40580,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-04-08,40580,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-04-09,40580,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-04-10,40580,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-04-12,40580,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-04-13,40580,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-04-14,40580,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-04-15,40580,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-04-16,40580,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-04-17,40580,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-04-19,40580,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
1999-04-20,40580,65.1,0.8,4.5,6.5,1.7,-3.0,-1.3,1.5,2.3,-0.5,0.0,1.3,-0.9,-2.2,7.00 ,5.40 ,5.26 ,5.18 ,4.54 ,4.70 ,2.33 ,6.97 ,14.84 ,,,,
